"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","QGDP","VOLIDX","IDX","Q","2020-Q2",101.3,
"HUN","QGDP","VOLIDX","IDX","Q","2020-Q3",112.4,
"HUN","QGDP","VOLIDX","IDX","Q","2020-Q4",114,
"ISL","QGDP","VOLIDX","IDX","Q","2000-Q1",66.4,
"ISL","QGDP","VOLIDX","IDX","Q","2000-Q2",66.9,
"ISL","QGDP","VOLIDX","IDX","Q","2000-Q3",69.2,
"ISL","QGDP","VOLIDX","IDX","Q","2000-Q4",68.4,
"ISL","QGDP","VOLIDX","IDX","Q","2001-Q1",68.6,
"ISL","QGDP","VOLIDX","IDX","Q","2001-Q2",70.9,
"ISL","QGDP","VOLIDX","IDX","Q","2001-Q3",68.9,
"ISL","QGDP","VOLIDX","IDX","Q","2001-Q4",73.3,
"ISL","QGDP","VOLIDX","IDX","Q","2002-Q1",68.9,
"ISL","QGDP","VOLIDX","IDX","Q","2002-Q2",71.3,
"ISL","QGDP","VOLIDX","IDX","Q","2002-Q3",70.6,
"ISL","QGDP","VOLIDX","IDX","Q","2002-Q4",72.5,
"ISL","QGDP","VOLIDX","IDX","Q","2003-Q1",73.3,
"ISL","QGDP","VOLIDX","IDX","Q","2003-Q2",70.8,
"ISL","QGDP","VOLIDX","IDX","Q","2003-Q3",71.3,
"ISL","QGDP","VOLIDX","IDX","Q","2003-Q4",74,
"ISL","QGDP","VOLIDX","IDX","Q","2004-Q1",76.7,
"ISL","QGDP","VOLIDX","IDX","Q","2004-Q2",75.3,
"ISL","QGDP","VOLIDX","IDX","Q","2004-Q3",79.1,
"ISL","QGDP","VOLIDX","IDX","Q","2004-Q4",80.8,
"ISL","QGDP","VOLIDX","IDX","Q","2005-Q1",78.8,
"ISL","QGDP","VOLIDX","IDX","Q","2005-Q2",83.9,
"ISL","QGDP","VOLIDX","IDX","Q","2005-Q3",83.4,
"ISL","QGDP","VOLIDX","IDX","Q","2005-Q4",84.9,
"ISL","QGDP","VOLIDX","IDX","Q","2006-Q1",85.3,
"ISL","QGDP","VOLIDX","IDX","Q","2006-Q2",89.9,
"ISL","QGDP","VOLIDX","IDX","Q","2006-Q3",88.9,
"ISL","QGDP","VOLIDX","IDX","Q","2006-Q4",87.9,
"ISL","QGDP","VOLIDX","IDX","Q","2007-Q1",90.8,
"ISL","QGDP","VOLIDX","IDX","Q","2007-Q2",96.9,
"ISL","QGDP","VOLIDX","IDX","Q","2007-Q3",94.8,
"ISL","QGDP","VOLIDX","IDX","Q","2007-Q4",99.2,
"ISL","QGDP","VOLIDX","IDX","Q","2008-Q1",96.3,
"ISL","QGDP","VOLIDX","IDX","Q","2008-Q2",99.8,
"ISL","QGDP","VOLIDX","IDX","Q","2008-Q3",94.2,
"ISL","QGDP","VOLIDX","IDX","Q","2008-Q4",99.8,
"ISL","QGDP","VOLIDX","IDX","Q","2009-Q1",89.1,
"ISL","QGDP","VOLIDX","IDX","Q","2009-Q2",89.3,
"ISL","QGDP","VOLIDX","IDX","Q","2009-Q3",91.3,
"ISL","QGDP","VOLIDX","IDX","Q","2009-Q4",90.5,
"ISL","QGDP","VOLIDX","IDX","Q","2010-Q1",84.5,
"ISL","QGDP","VOLIDX","IDX","Q","2010-Q2",88.7,
"ISL","QGDP","VOLIDX","IDX","Q","2010-Q3",86.9,
"ISL","QGDP","VOLIDX","IDX","Q","2010-Q4",89.9,
"ISL","QGDP","VOLIDX","IDX","Q","2011-Q1",86,
"ISL","QGDP","VOLIDX","IDX","Q","2011-Q2",88.8,
"ISL","QGDP","VOLIDX","IDX","Q","2011-Q3",90.5,
"ISL","QGDP","VOLIDX","IDX","Q","2011-Q4",91.2,
"ISL","QGDP","VOLIDX","IDX","Q","2012-Q1",87.7,
"ISL","QGDP","VOLIDX","IDX","Q","2012-Q2",89.4,
"ISL","QGDP","VOLIDX","IDX","Q","2012-Q3",90.8,
"ISL","QGDP","VOLIDX","IDX","Q","2012-Q4",92.3,
"ISL","QGDP","VOLIDX","IDX","Q","2013-Q1",92,
"ISL","QGDP","VOLIDX","IDX","Q","2013-Q2",93.1,
"ISL","QGDP","VOLIDX","IDX","Q","2013-Q3",94.3,
"ISL","QGDP","VOLIDX","IDX","Q","2013-Q4",97.2,
"ISL","QGDP","VOLIDX","IDX","Q","2014-Q1",94,
"ISL","QGDP","VOLIDX","IDX","Q","2014-Q2",94.1,
"ISL","QGDP","VOLIDX","IDX","Q","2014-Q3",97.7,
"ISL","QGDP","VOLIDX","IDX","Q","2014-Q4",97.2,
"ISL","QGDP","VOLIDX","IDX","Q","2015-Q1",95.5,
"ISL","QGDP","VOLIDX","IDX","Q","2015-Q2",101.1,
"ISL","QGDP","VOLIDX","IDX","Q","2015-Q3",101.2,
"ISL","QGDP","VOLIDX","IDX","Q","2015-Q4",102.2,
"ISL","QGDP","VOLIDX","IDX","Q","2016-Q1",98.8,
"ISL","QGDP","VOLIDX","IDX","Q","2016-Q2",105.6,
"ISL","QGDP","VOLIDX","IDX","Q","2016-Q3",108.7,
"ISL","QGDP","VOLIDX","IDX","Q","2016-Q4",112.1,
"ISL","QGDP","VOLIDX","IDX","Q","2017-Q1",107.7,
"ISL","QGDP","VOLIDX","IDX","Q","2017-Q2",109.9,
"ISL","QGDP","VOLIDX","IDX","Q","2017-Q3",110.5,
"ISL","QGDP","VOLIDX","IDX","Q","2017-Q4",114.9,
"ISL","QGDP","VOLIDX","IDX","Q","2018-Q1",115,
"ISL","QGDP","VOLIDX","IDX","Q","2018-Q2",114.8,
"ISL","QGDP","VOLIDX","IDX","Q","2018-Q3",115.7,
"ISL","QGDP","VOLIDX","IDX","Q","2018-Q4",118.4,
"ISL","QGDP","VOLIDX","IDX","Q","2019-Q1",119.4,
"ISL","QGDP","VOLIDX","IDX","Q","2019-Q2",117.6,
"ISL","QGDP","VOLIDX","IDX","Q","2019-Q3",116.7,
"ISL","QGDP","VOLIDX","IDX","Q","2019-Q4",122.2,
"ISL","QGDP","VOLIDX","IDX","Q","2020-Q1",113.7,
"ISL","QGDP","VOLIDX","IDX","Q","2020-Q2",105.7,
"ISL","QGDP","VOLIDX","IDX","Q","2020-Q3",109.7,
"ISL","QGDP","VOLIDX","IDX","Q","2020-Q4",115,
"IRL","QGDP","VOLIDX","IDX","Q","2000-Q1",52.2,
"IRL","QGDP","VOLIDX","IDX","Q","2000-Q2",53.8,
"IRL","QGDP","VOLIDX","IDX","Q","2000-Q3",55.1,
"IRL","QGDP","VOLIDX","IDX","Q","2000-Q4",55.5,
"IRL","QGDP","VOLIDX","IDX","Q","2001-Q1",56.4,
"IRL","QGDP","VOLIDX","IDX","Q","2001-Q2",57.1,
"IRL","QGDP","VOLIDX","IDX","Q","2001-Q3",57.2,
"IRL","QGDP","VOLIDX","IDX","Q","2001-Q4",58,
"IRL","QGDP","VOLIDX","IDX","Q","2002-Q1",59.3,
"IRL","QGDP","VOLIDX","IDX","Q","2002-Q2",59.7,
"IRL","QGDP","VOLIDX","IDX","Q","2002-Q3",61.4,
"IRL","QGDP","VOLIDX","IDX","Q","2002-Q4",61.7,
"IRL","QGDP","VOLIDX","IDX","Q","2003-Q1",61.3,
"IRL","QGDP","VOLIDX","IDX","Q","2003-Q2",61.6,
"IRL","QGDP","VOLIDX","IDX","Q","2003-Q3",62.6,
"IRL","QGDP","VOLIDX","IDX","Q","2003-Q4",65.5,
"IRL","QGDP","VOLIDX","IDX","Q","2004-Q1",65.2,
"IRL","QGDP","VOLIDX","IDX","Q","2004-Q2",66.7,
"IRL","QGDP","VOLIDX","IDX","Q","2004-Q3",66.9,
"IRL","QGDP","VOLIDX","IDX","Q","2004-Q4",68.2,
"IRL","QGDP","VOLIDX","IDX","Q","2005-Q1",69.1,
"IRL","QGDP","VOLIDX","IDX","Q","2005-Q2",70.4,
"IRL","QGDP","VOLIDX","IDX","Q","2005-Q3",70.3,
"IRL","QGDP","VOLIDX","IDX","Q","2005-Q4",72.5,
"IRL","QGDP","VOLIDX","IDX","Q","2006-Q1",73.1,
"IRL","QGDP","VOLIDX","IDX","Q","2006-Q2",73.5,
"IRL","QGDP","VOLIDX","IDX","Q","2006-Q3",74.9,
"IRL","QGDP","VOLIDX","IDX","Q","2006-Q4",75,
"IRL","QGDP","VOLIDX","IDX","Q","2007-Q1",78.7,
"IRL","QGDP","VOLIDX","IDX","Q","2007-Q2",77.7,
"IRL","QGDP","VOLIDX","IDX","Q","2007-Q3",76.3,
"IRL","QGDP","VOLIDX","IDX","Q","2007-Q4",79.5,
"IRL","QGDP","VOLIDX","IDX","Q","2008-Q1",76.6,
"IRL","QGDP","VOLIDX","IDX","Q","2008-Q2",75,
"IRL","QGDP","VOLIDX","IDX","Q","2008-Q3",75,
"IRL","QGDP","VOLIDX","IDX","Q","2008-Q4",71.6,
"IRL","QGDP","VOLIDX","IDX","Q","2009-Q1",71.4,
"IRL","QGDP","VOLIDX","IDX","Q","2009-Q2",71.2,
"IRL","QGDP","VOLIDX","IDX","Q","2009-Q3",70.8,
"IRL","QGDP","VOLIDX","IDX","Q","2009-Q4",69.8,
"IRL","QGDP","VOLIDX","IDX","Q","2010-Q1",71.5,
"IRL","QGDP","VOLIDX","IDX","Q","2010-Q2",71.6,
"IRL","QGDP","VOLIDX","IDX","Q","2010-Q3",72.2,
"IRL","QGDP","VOLIDX","IDX","Q","2010-Q4",72,
"IRL","QGDP","VOLIDX","IDX","Q","2011-Q1",71.9,
"IRL","QGDP","VOLIDX","IDX","Q","2011-Q2",72.8,
"IRL","QGDP","VOLIDX","IDX","Q","2011-Q3",71.8,
"IRL","QGDP","VOLIDX","IDX","Q","2011-Q4",72.3,
"IRL","QGDP","VOLIDX","IDX","Q","2012-Q1",71.6,
"IRL","QGDP","VOLIDX","IDX","Q","2012-Q2",72.6,
"IRL","QGDP","VOLIDX","IDX","Q","2012-Q3",71.6,
"IRL","QGDP","VOLIDX","IDX","Q","2012-Q4",72.6,
"IRL","QGDP","VOLIDX","IDX","Q","2013-Q1",71.1,
"IRL","QGDP","VOLIDX","IDX","Q","2013-Q2",72.8,
"IRL","QGDP","VOLIDX","IDX","Q","2013-Q3",74.5,
"IRL","QGDP","VOLIDX","IDX","Q","2013-Q4",74.5,
"IRL","QGDP","VOLIDX","IDX","Q","2014-Q1",77,
"IRL","QGDP","VOLIDX","IDX","Q","2014-Q2",79.8,
"IRL","QGDP","VOLIDX","IDX","Q","2014-Q3",80.1,
"IRL","QGDP","VOLIDX","IDX","Q","2014-Q4",81.1,
"IRL","QGDP","VOLIDX","IDX","Q","2015-Q1",99.2,
"IRL","QGDP","VOLIDX","IDX","Q","2015-Q2",97.3,
"IRL","QGDP","VOLIDX","IDX","Q","2015-Q3",99.6,
"IRL","QGDP","VOLIDX","IDX","Q","2015-Q4",102.2,
"IRL","QGDP","VOLIDX","IDX","Q","2016-Q1",97.3,
"IRL","QGDP","VOLIDX","IDX","Q","2016-Q2",99.3,
"IRL","QGDP","VOLIDX","IDX","Q","2016-Q3",97.7,
"IRL","QGDP","VOLIDX","IDX","Q","2016-Q4",112,
"IRL","QGDP","VOLIDX","IDX","Q","2017-Q1",104.9,
"IRL","QGDP","VOLIDX","IDX","Q","2017-Q2",107.4,
"IRL","QGDP","VOLIDX","IDX","Q","2017-Q3",113.1,
"IRL","QGDP","VOLIDX","IDX","Q","2017-Q4",119.1,
"IRL","QGDP","VOLIDX","IDX","Q","2018-Q1",117.8,
"IRL","QGDP","VOLIDX","IDX","Q","2018-Q2",121.4,
"IRL","QGDP","VOLIDX","IDX","Q","2018-Q3",121.5,
"IRL","QGDP","VOLIDX","IDX","Q","2018-Q4",123.7,
"IRL","QGDP","VOLIDX","IDX","Q","2019-Q1",122.8,
"IRL","QGDP","VOLIDX","IDX","Q","2019-Q2",128.7,
"IRL","QGDP","VOLIDX","IDX","Q","2019-Q3",128.4,
"IRL","QGDP","VOLIDX","IDX","Q","2019-Q4",133.1,
"IRL","QGDP","VOLIDX","IDX","Q","2020-Q1",127.9,
"IRL","QGDP","VOLIDX","IDX","Q","2020-Q2",125.1,
"IRL","QGDP","VOLIDX","IDX","Q","2020-Q3",139.9,
"IRL","QGDP","VOLIDX","IDX","Q","2020-Q4",132.8,
"ITA","QGDP","VOLIDX","IDX","Q","2000-Q1",99.2,
"ITA","QGDP","VOLIDX","IDX","Q","2000-Q2",99.9,
"ITA","QGDP","VOLIDX","IDX","Q","2000-Q3",100.6,
"ITA","QGDP","VOLIDX","IDX","Q","2000-Q4",102,
"ITA","QGDP","VOLIDX","IDX","Q","2001-Q1",102.6,
"ITA","QGDP","VOLIDX","IDX","Q","2001-Q2",102.3,
"ITA","QGDP","VOLIDX","IDX","Q","2001-Q3",102,
"ITA","QGDP","VOLIDX","IDX","Q","2001-Q4",101.9,
"ITA","QGDP","VOLIDX","IDX","Q","2002-Q1",102,
"ITA","QGDP","VOLIDX","IDX","Q","2002-Q2",102.4,
"ITA","QGDP","VOLIDX","IDX","Q","2002-Q3",102.6,
"ITA","QGDP","VOLIDX","IDX","Q","2002-Q4",103,
"ITA","QGDP","VOLIDX","IDX","Q","2003-Q1",102.6,
"ITA","QGDP","VOLIDX","IDX","Q","2003-Q2",102.5,
"ITA","QGDP","VOLIDX","IDX","Q","2003-Q3",102.4,
"ITA","QGDP","VOLIDX","IDX","Q","2003-Q4",103.3,
"ITA","QGDP","VOLIDX","IDX","Q","2004-Q1",103.7,
"ITA","QGDP","VOLIDX","IDX","Q","2004-Q2",104,
"ITA","QGDP","VOLIDX","IDX","Q","2004-Q3",104,
"ITA","QGDP","VOLIDX","IDX","Q","2004-Q4",104.2,
"ITA","QGDP","VOLIDX","IDX","Q","2005-Q1",104.1,
"ITA","QGDP","VOLIDX","IDX","Q","2005-Q2",104.8,
"ITA","QGDP","VOLIDX","IDX","Q","2005-Q3",105.5,
"ITA","QGDP","VOLIDX","IDX","Q","2005-Q4",105.6,
"ITA","QGDP","VOLIDX","IDX","Q","2006-Q1",105.9,
"ITA","QGDP","VOLIDX","IDX","Q","2006-Q2",106.6,
"ITA","QGDP","VOLIDX","IDX","Q","2006-Q3",107.1,
"ITA","QGDP","VOLIDX","IDX","Q","2006-Q4",108.3,
"ITA","QGDP","VOLIDX","IDX","Q","2007-Q1",108.3,
"ITA","QGDP","VOLIDX","IDX","Q","2007-Q2",108.4,
"ITA","QGDP","VOLIDX","IDX","Q","2007-Q3",108.6,
"ITA","QGDP","VOLIDX","IDX","Q","2007-Q4",108.3,
"ITA","QGDP","VOLIDX","IDX","Q","2008-Q1",109.4,
"ITA","QGDP","VOLIDX","IDX","Q","2008-Q2",108.4,
"ITA","QGDP","VOLIDX","IDX","Q","2008-Q3",107.1,
"ITA","QGDP","VOLIDX","IDX","Q","2008-Q4",104.5,
"ITA","QGDP","VOLIDX","IDX","Q","2009-Q1",101.6,
"ITA","QGDP","VOLIDX","IDX","Q","2009-Q2",101.3,
"ITA","QGDP","VOLIDX","IDX","Q","2009-Q3",101.7,
"ITA","QGDP","VOLIDX","IDX","Q","2009-Q4",102,
"ITA","QGDP","VOLIDX","IDX","Q","2010-Q1",102.4,
"ITA","QGDP","VOLIDX","IDX","Q","2010-Q2",103.2,
"ITA","QGDP","VOLIDX","IDX","Q","2010-Q3",103.6,
"ITA","QGDP","VOLIDX","IDX","Q","2010-Q4",104.2,
"ITA","QGDP","VOLIDX","IDX","Q","2011-Q1",104.6,
"ITA","QGDP","VOLIDX","IDX","Q","2011-Q2",104.7,
"ITA","QGDP","VOLIDX","IDX","Q","2011-Q3",104.2,
"ITA","QGDP","VOLIDX","IDX","Q","2011-Q4",103.3,
"ITA","QGDP","VOLIDX","IDX","Q","2012-Q1",102.1,
"ITA","QGDP","VOLIDX","IDX","Q","2012-Q2",101.4,
"ITA","QGDP","VOLIDX","IDX","Q","2012-Q3",100.8,
"ITA","QGDP","VOLIDX","IDX","Q","2012-Q4",100.1,
"ITA","QGDP","VOLIDX","IDX","Q","2013-Q1",99.2,
"ITA","QGDP","VOLIDX","IDX","Q","2013-Q2",99.1,
"ITA","QGDP","VOLIDX","IDX","Q","2013-Q3",99.4,
"ITA","QGDP","VOLIDX","IDX","Q","2013-Q4",99.2,
"ITA","QGDP","VOLIDX","IDX","Q","2014-Q1",99.3,
"ITA","QGDP","VOLIDX","IDX","Q","2014-Q2",99.3,
"ITA","QGDP","VOLIDX","IDX","Q","2014-Q3",99.4,
"ITA","QGDP","VOLIDX","IDX","Q","2014-Q4",99.2,
"ITA","QGDP","VOLIDX","IDX","Q","2015-Q1",99.4,
"ITA","QGDP","VOLIDX","IDX","Q","2015-Q2",99.8,
"ITA","QGDP","VOLIDX","IDX","Q","2015-Q3",100,
"ITA","QGDP","VOLIDX","IDX","Q","2015-Q4",100.5,
"ITA","QGDP","VOLIDX","IDX","Q","2016-Q1",100.8,
"ITA","QGDP","VOLIDX","IDX","Q","2016-Q2",101,
"ITA","QGDP","VOLIDX","IDX","Q","2016-Q3",101.6,
"ITA","QGDP","VOLIDX","IDX","Q","2016-Q4",101.9,
"ITA","QGDP","VOLIDX","IDX","Q","2017-Q1",102.4,
"ITA","QGDP","VOLIDX","IDX","Q","2017-Q2",102.9,
"ITA","QGDP","VOLIDX","IDX","Q","2017-Q3",103.3,
"ITA","QGDP","VOLIDX","IDX","Q","2017-Q4",103.8,
"ITA","QGDP","VOLIDX","IDX","Q","2018-Q1",103.8,
"ITA","QGDP","VOLIDX","IDX","Q","2018-Q2",103.9,
"ITA","QGDP","VOLIDX","IDX","Q","2018-Q3",103.9,
"ITA","QGDP","VOLIDX","IDX","Q","2018-Q4",104.1,
"ITA","QGDP","VOLIDX","IDX","Q","2019-Q1",104.3,
"ITA","QGDP","VOLIDX","IDX","Q","2019-Q2",104.4,
"ITA","QGDP","VOLIDX","IDX","Q","2019-Q3",104.4,
"ITA","QGDP","VOLIDX","IDX","Q","2019-Q4",103.9,
"ITA","QGDP","VOLIDX","IDX","Q","2020-Q1",98.2,
"ITA","QGDP","VOLIDX","IDX","Q","2020-Q2",85.4,
"ITA","QGDP","VOLIDX","IDX","Q","2020-Q3",99,
"ITA","QGDP","VOLIDX","IDX","Q","2020-Q4",97.1,
"JPN","QGDP","VOLIDX","IDX","Q","2000-Q1",89.2,
"JPN","QGDP","VOLIDX","IDX","Q","2000-Q2",89.6,
"JPN","QGDP","VOLIDX","IDX","Q","2000-Q3",89.6,
"JPN","QGDP","VOLIDX","IDX","Q","2000-Q4",90.5,
"JPN","QGDP","VOLIDX","IDX","Q","2001-Q1",91.2,
"JPN","QGDP","VOLIDX","IDX","Q","2001-Q2",90.5,
"JPN","QGDP","VOLIDX","IDX","Q","2001-Q3",89.5,
"JPN","QGDP","VOLIDX","IDX","Q","2001-Q4",89.2,
"JPN","QGDP","VOLIDX","IDX","Q","2002-Q1",89.3,
"JPN","QGDP","VOLIDX","IDX","Q","2002-Q2",90.1,
"JPN","QGDP","VOLIDX","IDX","Q","2002-Q3",90.4,
"JPN","QGDP","VOLIDX","IDX","Q","2002-Q4",90.6,
"JPN","QGDP","VOLIDX","IDX","Q","2003-Q1",90.7,
"JPN","QGDP","VOLIDX","IDX","Q","2003-Q2",91.3,
"JPN","QGDP","VOLIDX","IDX","Q","2003-Q3",91.6,
"JPN","QGDP","VOLIDX","IDX","Q","2003-Q4",92.5,
"JPN","QGDP","VOLIDX","IDX","Q","2004-Q1",93.2,
"JPN","QGDP","VOLIDX","IDX","Q","2004-Q2",93.2,
"JPN","QGDP","VOLIDX","IDX","Q","2004-Q3",93.8,
"JPN","QGDP","VOLIDX","IDX","Q","2004-Q4",93.6,
"JPN","QGDP","VOLIDX","IDX","Q","2005-Q1",94.1,
"JPN","QGDP","VOLIDX","IDX","Q","2005-Q2",94.8,
"JPN","QGDP","VOLIDX","IDX","Q","2005-Q3",95.8,
"JPN","QGDP","VOLIDX","IDX","Q","2005-Q4",96,
"JPN","QGDP","VOLIDX","IDX","Q","2006-Q1",96.1,
"JPN","QGDP","VOLIDX","IDX","Q","2006-Q2",96.3,
"JPN","QGDP","VOLIDX","IDX","Q","2006-Q3",96.1,
"JPN","QGDP","VOLIDX","IDX","Q","2006-Q4",97.4,
"JPN","QGDP","VOLIDX","IDX","Q","2007-Q1",98,
"JPN","QGDP","VOLIDX","IDX","Q","2007-Q2",98.1,
"JPN","QGDP","VOLIDX","IDX","Q","2007-Q3",97.5,
"JPN","QGDP","VOLIDX","IDX","Q","2007-Q4",97.9,
"JPN","QGDP","VOLIDX","IDX","Q","2008-Q1",98.3,
"JPN","QGDP","VOLIDX","IDX","Q","2008-Q2",97.7,
"JPN","QGDP","VOLIDX","IDX","Q","2008-Q3",96.5,
"JPN","QGDP","VOLIDX","IDX","Q","2008-Q4",94.1,
"JPN","QGDP","VOLIDX","IDX","Q","2009-Q1",89.6,
"JPN","QGDP","VOLIDX","IDX","Q","2009-Q2",91.4,
"JPN","QGDP","VOLIDX","IDX","Q","2009-Q3",91.3,
"JPN","QGDP","VOLIDX","IDX","Q","2009-Q4",92.4,
"JPN","QGDP","VOLIDX","IDX","Q","2010-Q1",93.4,
"JPN","QGDP","VOLIDX","IDX","Q","2010-Q2",94.5,
"JPN","QGDP","VOLIDX","IDX","Q","2010-Q3",96.3,
"JPN","QGDP","VOLIDX","IDX","Q","2010-Q4",95.5,
"JPN","QGDP","VOLIDX","IDX","Q","2011-Q1",94.5,
"JPN","QGDP","VOLIDX","IDX","Q","2011-Q2",93.7,
"JPN","QGDP","VOLIDX","IDX","Q","2011-Q3",95.9,
"JPN","QGDP","VOLIDX","IDX","Q","2011-Q4",95.8,
"JPN","QGDP","VOLIDX","IDX","Q","2012-Q1",97.1,
"JPN","QGDP","VOLIDX","IDX","Q","2012-Q2",96.2,
"JPN","QGDP","VOLIDX","IDX","Q","2012-Q3",95.9,
"JPN","QGDP","VOLIDX","IDX","Q","2012-Q4",95.8,
"JPN","QGDP","VOLIDX","IDX","Q","2013-Q1",97.1,
"JPN","QGDP","VOLIDX","IDX","Q","2013-Q2",98,
"JPN","QGDP","VOLIDX","IDX","Q","2013-Q3",98.9,
"JPN","QGDP","VOLIDX","IDX","Q","2013-Q4",98.8,
"JPN","QGDP","VOLIDX","IDX","Q","2014-Q1",99.6,
"JPN","QGDP","VOLIDX","IDX","Q","2014-Q2",97.8,
"JPN","QGDP","VOLIDX","IDX","Q","2014-Q3",97.9,
"JPN","QGDP","VOLIDX","IDX","Q","2014-Q4",98.4,
"JPN","QGDP","VOLIDX","IDX","Q","2015-Q1",99.9,
"JPN","QGDP","VOLIDX","IDX","Q","2015-Q2",100,
"JPN","QGDP","VOLIDX","IDX","Q","2015-Q3",100.1,
"JPN","QGDP","VOLIDX","IDX","Q","2015-Q4",100,
"JPN","QGDP","VOLIDX","IDX","Q","2016-Q1",100.7,
"JPN","QGDP","VOLIDX","IDX","Q","2016-Q2",100.5,
"JPN","QGDP","VOLIDX","IDX","Q","2016-Q3",100.7,
"JPN","QGDP","VOLIDX","IDX","Q","2016-Q4",101,
"JPN","QGDP","VOLIDX","IDX","Q","2017-Q1",101.7,
"JPN","QGDP","VOLIDX","IDX","Q","2017-Q2",102,
"JPN","QGDP","VOLIDX","IDX","Q","2017-Q3",102.8,
"JPN","QGDP","VOLIDX","IDX","Q","2017-Q4",103.2,
"JPN","QGDP","VOLIDX","IDX","Q","2018-Q1",103.2,
"JPN","QGDP","VOLIDX","IDX","Q","2018-Q2",103.3,
"JPN","QGDP","VOLIDX","IDX","Q","2018-Q3",102.6,
"JPN","QGDP","VOLIDX","IDX","Q","2018-Q4",103,
"JPN","QGDP","VOLIDX","IDX","Q","2019-Q1",103.6,
"JPN","QGDP","VOLIDX","IDX","Q","2019-Q2",103.7,
"JPN","QGDP","VOLIDX","IDX","Q","2019-Q3",103.9,
"JPN","QGDP","VOLIDX","IDX","Q","2019-Q4",102,
"JPN","QGDP","VOLIDX","IDX","Q","2020-Q1",101.4,
"JPN","QGDP","VOLIDX","IDX","Q","2020-Q2",93,
"JPN","QGDP","VOLIDX","IDX","Q","2020-Q3",97.9,
"JPN","QGDP","VOLIDX","IDX","Q","2020-Q4",100.7,
"KOR","QGDP","VOLIDX","IDX","Q","2000-Q1",53.265038,
"KOR","QGDP","VOLIDX","IDX","Q","2000-Q2",53.9748,
"KOR","QGDP","VOLIDX","IDX","Q","2000-Q3",55.461585,
"KOR","QGDP","VOLIDX","IDX","Q","2000-Q4",55.281636,
"KOR","QGDP","VOLIDX","IDX","Q","2001-Q1",55.959143,
"KOR","QGDP","VOLIDX","IDX","Q","2001-Q2",56.685985,
"KOR","QGDP","VOLIDX","IDX","Q","2001-Q3",57.451356,
"KOR","QGDP","VOLIDX","IDX","Q","2001-Q4",58.463985,
"KOR","QGDP","VOLIDX","IDX","Q","2002-Q1",59.95159,
"KOR","QGDP","VOLIDX","IDX","Q","2002-Q2",61.037994,
"KOR","QGDP","VOLIDX","IDX","Q","2002-Q3",62.272069,
"KOR","QGDP","VOLIDX","IDX","Q","2002-Q4",62.955414,
"KOR","QGDP","VOLIDX","IDX","Q","2003-Q1",62.540437,
"KOR","QGDP","VOLIDX","IDX","Q","2003-Q2",62.444033,
"KOR","QGDP","VOLIDX","IDX","Q","2003-Q3",63.650869,
"KOR","QGDP","VOLIDX","IDX","Q","2003-Q4",65.330921,
"KOR","QGDP","VOLIDX","IDX","Q","2004-Q1",66.150694,
"KOR","QGDP","VOLIDX","IDX","Q","2004-Q2",66.655754,
"KOR","QGDP","VOLIDX","IDX","Q","2004-Q3",66.926101,
"KOR","QGDP","VOLIDX","IDX","Q","2004-Q4",67.433356,
"KOR","QGDP","VOLIDX","IDX","Q","2005-Q1",68.007149,
"KOR","QGDP","VOLIDX","IDX","Q","2005-Q2",69.290486,
"KOR","QGDP","VOLIDX","IDX","Q","2005-Q3",70.333538,
"KOR","QGDP","VOLIDX","IDX","Q","2005-Q4",71.045664,
"KOR","QGDP","VOLIDX","IDX","Q","2006-Q1",72.210161,
"KOR","QGDP","VOLIDX","IDX","Q","2006-Q2",72.73773,
"KOR","QGDP","VOLIDX","IDX","Q","2006-Q3",73.911684,
"KOR","QGDP","VOLIDX","IDX","Q","2006-Q4",74.48772,
"KOR","QGDP","VOLIDX","IDX","Q","2007-Q1",75.734677,
"KOR","QGDP","VOLIDX","IDX","Q","2007-Q2",77.045108,
"KOR","QGDP","VOLIDX","IDX","Q","2007-Q3",77.949487,
"KOR","QGDP","VOLIDX","IDX","Q","2007-Q4",79.630818,
"KOR","QGDP","VOLIDX","IDX","Q","2008-Q1",79.951248,
"KOR","QGDP","VOLIDX","IDX","Q","2008-Q2",80.369771,
"KOR","QGDP","VOLIDX","IDX","Q","2008-Q3",81.025493,
"KOR","QGDP","VOLIDX","IDX","Q","2008-Q4",78.364705,
"KOR","QGDP","VOLIDX","IDX","Q","2009-Q1",78.435223,
"KOR","QGDP","VOLIDX","IDX","Q","2009-Q2",79.48059,
"KOR","QGDP","VOLIDX","IDX","Q","2009-Q3",81.859186,
"KOR","QGDP","VOLIDX","IDX","Q","2009-Q4",82.470566,
"KOR","QGDP","VOLIDX","IDX","Q","2010-Q1",84.086227,
"KOR","QGDP","VOLIDX","IDX","Q","2010-Q2",85.683698,
"KOR","QGDP","VOLIDX","IDX","Q","2010-Q3",86.673529,
"KOR","QGDP","VOLIDX","IDX","Q","2010-Q4",87.730356,
"KOR","QGDP","VOLIDX","IDX","Q","2011-Q1",88.548995,
"KOR","QGDP","VOLIDX","IDX","Q","2011-Q2",88.983585,
"KOR","QGDP","VOLIDX","IDX","Q","2011-Q3",89.451927,
"KOR","QGDP","VOLIDX","IDX","Q","2011-Q4",89.874407,
"KOR","QGDP","VOLIDX","IDX","Q","2012-Q1",90.662166,
